,index,address,bathrooms,country,detailedType,distance,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
166,16,Santi Cosma e Damiano,2,it,{'typology': 'countryHouse'},595395,False,2189,bj,False,False,,False,False,41.2823211,13.7953482,Santi Cosma e Damiano,False,18,sale,,47000.0,490.0,16691015,countryHouse,Latina,4,False,96.0,renew,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Casa rural'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c5/72/99/200501801.jpg,https://www.idealista.it/immobile/16691015/
167,17,"Catania, 2",1,it,{'typology': 'flat'},595389,False,0477,1,False,False,True,False,False,42.012153,14.85921,Petacciato,False,1,sale,,75000.0,1000.0,17800319,flat,Campobasso,4,True,75.0,good,"{'subtitle': 'Petacciato', 'title': 'Piso en Catania, 2'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/27/2a/36/223211702.jpg,https://www.idealista.it/immobile/17800319/
168,18,Via giuseppe garibaldi s/n,4,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595387,False,A36,,False,False,,False,False,41.2979546,13.8225401,Castelforte,False,20,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",290000.0,644.0,9453227,chalet,Latina,9,True,450.0,renew,"{'subtitle': 'Castelforte', 'title': 'Casa independiente en Via giuseppe garibaldi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/30/f1/40/51931099.jpg,https://www.idealista.it/immobile/9453227/
169,19,Via veneto s/n,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595385,False,MQ172,,False,False,,False,False,41.5438259,14.2226591,Sant`Agapito,False,3,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",120000.0,600.0,13095102,chalet,Isernia,5,True,200.0,renew,"{'subtitle': 'Sant`Agapito', 'title': 'Casa independiente en Via veneto s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/59/c1/f2/125685952.jpg,https://www.idealista.it/immobile/13095102/
170,20,Piazza XXIV Maggio,1,it,"{'typology': 'countryHouse', 'subTypology': 'masseria'}",595367,False,216,,False,False,,True,False,41.6683625,14.4060564,Civitanova del Sannio,False,15,sale,,38000.0,380.0,14421437,countryHouse,Isernia,6,False,100.0,good,"{'subtitle': 'Civitanova del Sannio', 'title': 'Masseria en Piazza XXIV Maggio'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5a/a1/52/150584319.jpg,https://www.idealista.it/immobile/14421437/
171,21,Pastenelle s/n,2,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595363,False,CP049,,False,False,,False,False,41.29883,13.82359,Castelforte,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",145000.0,633.0,14707915,chalet,Latina,6,True,229.0,good,"{'subtitle': 'Castelforte', 'title': 'Chalet adosado en Pastenelle s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/73/a4/84/156578568.jpg,https://www.idealista.it/immobile/14707915/
172,22,Castelforte,1,it,{'typology': 'flat'},595349,False,P994RG,1,False,False,False,False,False,41.2977776,13.8214766,Castelforte,False,27,sale,,85000.0,944.0,17749130,flat,Latina,4,False,90.0,good,"{'subtitle': 'Castelforte', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/aa/59/30/222221722.jpg,https://www.idealista.it/immobile/17749130/
173,23,Sant`Agapito,2,it,{'typology': 'flat'},595320,False,V035,2,False,False,False,True,False,41.5447768,14.2229194,Sant`Agapito,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",49000.0,363.0,15504673,flat,Isernia,5,False,135.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/38/fc/3c/178840582.jpg,https://www.idealista.it/immobile/15504673/
174,24,Contrada CASTAGNETO s/n,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",595314,False,AV30,,False,False,,False,False,41.3913183,13.9794859,Mignano Monte Lungo,False,26,sale,,220000.0,880.0,18081677,chalet,Caserta,6,True,250.0,good,"{'subtitle': 'Mignano Monte Lungo', 'title': 'Villa en Contrada CASTAGNETO s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0e/e1/24/228582545.jpg,https://www.idealista.it/immobile/18081677/
175,25,Salita del seggio s/n,1,it,{'typology': 'flat'},595314,False,Cp050,bj,False,False,False,False,False,41.2987721,13.8225318,Castelforte,False,15,sale,,58000.0,580.0,15269248,flat,Latina,5,True,100.0,good,"{'subtitle': 'Castelforte', 'title': 'Piso en Salita del seggio s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/34/70/51/174692386.jpg,https://www.idealista.it/immobile/15269248/
176,26,Salita del seggio s/n,1,it,{'typology': 'flat'},595314,False,Cp051,1,False,False,False,False,False,41.2987721,13.8225318,Castelforte,False,16,sale,,63000.0,630.0,15269251,flat,Latina,5,True,100.0,good,"{'subtitle': 'Castelforte', 'title': 'Piso en Salita del seggio s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/0b/ee/85/174692451.jpg,https://www.idealista.it/immobile/15269251/
177,27,"Via Zeccarelle, 56 -62",2,it,{'typology': 'flat'},595310,False,,1,False,False,True,True,False,41.2511459,13.7383636,Minturno,False,5,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",215000.0,2150.0,13893663,flat,Latina,3,True,100.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Zeccarelle, 56 -62'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/70/b8/d0/140723380.jpg,https://www.idealista.it/immobile/13893663/
178,28,Piazza 4 novembre,1,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",595308,False,0416,,False,False,,False,False,42.0145024,14.8607414,Petacciato,False,3,sale,,20000.0,500.0,14894568,countryHouse,Campobasso,2,False,40.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa de pueblo en Piazza 4 novembre'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/05/57/51/168390874.jpg,https://www.idealista.it/immobile/14894568/
179,29,"Via Zeccarelle, 56 -62",2,it,{'typology': 'flat'},595307,False,,1,False,False,True,True,False,41.2511696,13.7383371,Minturno,False,4,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",230000.0,1917.0,13893696,flat,Latina,4,True,120.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Zeccarelle, 56 -62'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/99/c5/dd/140723897.jpg,https://www.idealista.it/immobile/13893696/
180,30,Via Garigliano,1,it,"{'typology': 'flat', 'subTypology': 'duplex'}",595298,False,,1,False,False,False,False,False,41.2645567,13.7620315,Minturno,False,24,sale,,138000.0,552.0,17983497,duplex,Latina,3,False,250.0,good,"{'subtitle': 'Minturno', 'title': 'Dúplex en Via Garigliano'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/32/f5/ac/226732596.jpg,https://www.idealista.it/immobile/17983497/
181,31,Via Alfredo Fusco,2,it,{'typology': 'flat'},595295,False,A.FUSCO  (70686154),1,False,False,True,True,False,41.2990146,13.8225679,Castelforte,False,6,sale,,33600.0,207.0,15878640,flat,Latina,5,False,162.0,good,"{'subtitle': 'Castelforte', 'title': 'Piso en Via Alfredo Fusco'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/24/46/7e/185670206.jpg,https://www.idealista.it/immobile/15878640/
182,32,Castelforte,4,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595291,False,a134VRG,en,False,False,,False,False,41.3000038,13.8242086,Castelforte,False,13,sale,,170000.0,739.0,17676513,chalet,Latina,6,False,230.0,,"{'subtitle': 'Castelforte', 'title': 'Chalet adosado'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4f/a3/ab/220910121.jpg,https://www.idealista.it/immobile/17676513/
183,33,Corso Antonio Cardarelli s/n,1,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595289,False,VRA-1441,,False,False,,True,False,41.6677543,14.4038107,Civitanova del Sannio,False,9,sale,,80000.0,1143.0,14828066,chalet,Isernia,3,True,70.0,good,"{'subtitle': 'Civitanova del Sannio', 'title': 'Chalet adosado en Corso Antonio Cardarelli s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5c/e2/51/162223202.jpg,https://www.idealista.it/immobile/14828066/
184,34,Corso Antonio Cardarelli s/n,1,it,{'typology': 'flat'},595289,False,VRA-1440,bj,False,False,False,True,False,41.6677543,14.4038107,Civitanova del Sannio,False,8,sale,,65000.0,929.0,14828000,flat,Isernia,3,True,70.0,good,"{'subtitle': 'Civitanova del Sannio', 'title': 'Piso en Corso Antonio Cardarelli s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/73/0d/4e/162205378.jpg,https://www.idealista.it/immobile/14828000/
185,35,Via Chiesa s/n,7,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595283,False,VRA-1607,,False,False,,False,False,41.7063833,14.4584208,Bagnoli del Trigno,False,13,sale,,200000.0,398.0,18110216,chalet,Isernia,20,True,503.0,renew,"{'subtitle': 'Bagnoli del Trigno', 'title': 'Casa independiente en Via Chiesa s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/46/86/df/229078876.jpg,https://www.idealista.it/immobile/18110216/
186,36,Sant`Agapito,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595275,False,V038,,False,False,,False,False,41.5439384,14.220825,Sant`Agapito,False,12,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",95000.0,537.0,15653431,chalet,Isernia,8,False,177.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a0/10/a1/181423674.jpg,https://www.idealista.it/immobile/15653431/
187,37,Petacciato,1,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",595267,False,0438,,False,False,,False,False,42.0146935,14.8603131,Petacciato,False,2,sale,,62000.0,564.0,14894530,countryHouse,Campobasso,5,False,110.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa de pueblo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/01/c6/db/168390813.jpg,https://www.idealista.it/immobile/14894530/
188,38,"Piazza XXIV Maggio, 43 -11",2,it,"{'typology': 'countryHouse', 'subTypology': 'masseria'}",595246,False,204,,False,False,,False,False,41.6684625,14.4040564,Civitanova del Sannio,False,15,sale,,95000.0,339.0,14421435,countryHouse,Isernia,13,True,280.0,good,"{'subtitle': 'Civitanova del Sannio', 'title': 'Masseria en Piazza XXIV Maggio, 43 -11'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/02/36/0d/150584277.jpg,https://www.idealista.it/immobile/14421435/
189,39,"Via Monticelli, 24",1,it,{'typology': 'flat'},595215,False,,1,False,False,False,False,False,41.2618537,13.7555851,Minturno,False,10,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",89000.0,918.0,16915465,flat,Latina,3,True,97.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Monticelli, 24'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/09/07/0c/205024191.jpg,https://www.idealista.it/immobile/16915465/
190,40,Minturno,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595202,False,M11,,False,False,,False,False,41.268087,13.7663995,Minturno,False,3,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",140000.0,778.0,10944443,chalet,Latina,8,False,180.0,good,"{'subtitle': 'Minturno', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/47/c9/77/84240428.jpg,https://www.idealista.it/immobile/10944443/
191,41,Corso del popolo s/n,1,it,{'typology': 'flat'},595156,False,A337,2,False,False,False,False,False,41.2676195,13.764646,Minturno,False,11,sale,,78000.0,1068.0,16550028,flat,Latina,3,True,73.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Corso del popolo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/24/6d/18/197971745.jpg,https://www.idealista.it/immobile/16550028/
192,42,Corso del popolo s/n,1,it,{'typology': 'flat'},595156,False,A338,3,False,False,False,False,False,41.2676195,13.764646,Minturno,False,14,sale,,70000.0,875.0,16550094,flat,Latina,3,True,80.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso en Corso del popolo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3b/a5/80/197972627.jpg,https://www.idealista.it/immobile/16550094/
193,43,Petacciato,1,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",595151,False,0439,,False,False,,False,False,42.0161605,14.8601951,Petacciato,False,6,sale,,70000.0,412.0,14894512,countryHouse,Campobasso,7,False,170.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa de pueblo'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/1f/3d/7a/168390277.jpg,https://www.idealista.it/immobile/14894512/
194,44,"Via Alfredo Fusco, 99",3,it,{'typology': 'chalet'},595130,False,VA82 (62053078),,False,False,,True,False,41.3005553,13.8220052,Castelforte,False,20,sale,,170000.0,669.0,11958166,chalet,Latina,6,True,254.0,renew,"{'subtitle': 'Castelforte', 'title': 'Chalet en Via Alfredo Fusco, 99'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/30/1e/8d/164221808.jpg,https://www.idealista.it/immobile/11958166/
195,45,Castelforte,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595114,False,1860,,False,False,,False,False,41.3007146,13.8219679,Castelforte,False,34,sale,,77000.0,379.0,14350708,chalet,Latina,7,False,203.0,renew,"{'subtitle': 'Castelforte', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/69/42/2f/149227901.jpg,https://www.idealista.it/immobile/14350708/
196,46,Contrada CAPRUCCIA s/n,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595096,False,VRI-1552,,False,False,,True,False,41.566046,14.25107,Isernia,False,10,sale,,135000.0,39.0,17259335,chalet,Isernia,4,True,3500.0,good,"{'subtitle': 'Isernia', 'title': 'Casa independiente en Contrada CAPRUCCIA s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/7c/8d/24/212046861.jpg,https://www.idealista.it/immobile/17259335/
197,47,Località Località capruccia s/n,1,it,"{'typology': 'countryHouse', 'subTypology': 'masseria'}",595096,False,VRI-1329,,False,False,,False,False,41.566046,14.25107,Isernia,False,4,sale,,15000.0,16.0,12620738,countryHouse,Isernia,1,True,940.0,good,"{'subtitle': 'Isernia', 'title': 'Masseria en Località Località capruccia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/48/e6/61/112760924.jpg,https://www.idealista.it/immobile/12620738/
198,48,Montenero di Bisaccia,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595085,False,RIF.401 (54376342),,False,False,,False,False,41.9557613,14.7848762,Montenero di Bisaccia,False,46,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",105000.0,438.0,13698973,chalet,Campobasso,9,False,240.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/31/73/0d/173759974.jpg,https://www.idealista.it/immobile/13698973/
199,49,Via montegrappa s/n,1,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",595083,False,0421,,False,False,,False,False,42.015946,14.8588335,Petacciato,False,3,sale,,22000.0,440.0,14894590,countryHouse,Campobasso,2,True,50.0,renew,"{'subtitle': 'Petacciato', 'title': 'Casa de pueblo en Via montegrappa s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d8/86/1e/179392581.jpg,https://www.idealista.it/immobile/14894590/
200,0,Contrada Colle di Breccia,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",595044,False,0429,,False,False,,False,False,41.9838158,14.8189516,Petacciato,False,10,sale,,140000.0,933.0,18062132,chalet,Campobasso,6,False,150.0,good,"{'subtitle': 'Petacciato', 'title': 'Casa independiente en Contrada Colle di Breccia'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ff/09/94/228200832.jpg,https://www.idealista.it/immobile/18062132/
201,1,Amerigo Vespucci s/n,3,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",595015,False,Cp0196,,False,False,,False,False,41.2980389,13.8153599,Santi Cosma e Damiano,False,22,sale,,50000.0,284.0,16545660,chalet,Latina,8,True,176.0,renew,"{'subtitle': 'Santi Cosma e Damiano', 'title': 'Chalet adosado en Amerigo Vespucci s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/8a/3f/29/197915130.jpg,https://www.idealista.it/immobile/16545660/
202,2,Montenero di Bisaccia,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594987,False,RIF.101 (54380742),,False,False,,False,False,41.956717,14.7844492,Montenero di Bisaccia,False,9,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",150000.0,714.0,13698982,chalet,Campobasso,6,False,210.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e0/24/6c/154685097.jpg,https://www.idealista.it/immobile/13698982/
203,3,Corso VITTORIO EMANUELE,1,it,{'typology': 'flat'},594979,False,,2,False,False,False,False,False,41.2618656,13.7508776,Minturno,False,7,sale,,55000.0,846.0,17614208,flat,Latina,2,False,65.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Corso VITTORIO EMANUELE'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/ab/c8/ee/219562009.jpg,https://www.idealista.it/immobile/17614208/
204,4,Via Tommaso Gentile,2,it,{'typology': 'chalet'},594977,False,581 (75121346),,False,False,,True,False,41.9578566,14.7857059,Montenero di Bisaccia,False,16,sale,,29000.0,309.0,17536414,chalet,Campobasso,5,False,94.0,renew,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Chalet en Via Tommaso Gentile'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/b3/88/74/217696366.jpg,https://www.idealista.it/immobile/17536414/
205,5,"Via Liberato Saltarelli, 35 -1",1,it,{'typology': 'flat'},594975,False,10073/2010 (Latin/1699370),,False,False,,True,False,41.2676931,13.7611673,Minturno,False,3,sale,,55125.0,776.0,18051350,flat,Latina,4,True,71.0,,"{'subtitle': 'Minturno', 'title': 'Piso en Via Liberato Saltarelli, 35 -1'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9d/bc/d1/228020018.jpg,https://www.idealista.it/immobile/18051350/
206,6,Via liberato saltarelli tufo s/n,1,it,{'typology': 'flat'},594973,False,a275b,1,False,False,False,False,False,41.2676857,13.7611083,Minturno,False,12,sale,,63000.0,900.0,12375073,flat,Latina,3,True,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via liberato saltarelli tufo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/47/07/14/107385413.jpg,https://www.idealista.it/immobile/12375073/
207,7,Via Liberato Saltarelli Tufo s/n,1,it,{'typology': 'flat'},594973,False,a275a,1,False,False,False,False,False,41.2676857,13.7611083,Minturno,False,8,sale,,63000.0,900.0,12374733,flat,Latina,3,True,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Liberato Saltarelli Tufo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/45/8a/3b/107379349.jpg,https://www.idealista.it/immobile/12374733/
